yr,month,day,code,code_b,trt,site_broadly,site_rep,site,trap,species,replicate,wing center (mm),thorax length (mm),head length (mm),forearm length (mm),horn length (mm),body length (mm),TrapCount,,,
2022,6,25,cattle_3-6,cattle3_2_SW_6,cattle,cattle_3,2,cattle3_2,SW,Canthon_pilularius,6,7.76,5.53,4.33,4.1,NA,17.62,69,,,
2022,6,25,cattle_3-6,cattle3_2_SW_6,cattle,cattle_3,2,cattle3_2,SW,Canthon_pilularius,7,7.62,5.42,4.13,4.8,NA,17.17,69,,,
2022,6,25,cattle_3-6,cattle3_2_SW_6,cattle,cattle_3,2,cattle3_2,SW,Canthon_pilularius,8,5.77,4.09,3.2,3.07,NA,13.06,69,,,
2022,6,25,cattle_3-6,cattle3_2_SW_6,cattle,cattle_3,2,cattle3_2,SW,Canthon_pilularius,9,6.91,4.79,3.4,3.44,NA,15.1,69,,,
2022,6,25,cattle_3-6,cattle3_2_SW_6,cattle,cattle_3,2,cattle3_2,SW,Canthon_pilularius,10,8.3,5.87,4.31,4.33,NA,18.48,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,1,7.71,5.47,4.13,4.82,NA,17.31,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,2,6.86,4.71,3.5,3.51,NA,15.07,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,3,6.94,4.69,3.45,3.24,NA,15.08,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,4,6.98,4.86,3.7,3.77,NA,15.54,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,5,7.26,5.13,3.97,3.83,NA,16.36,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,6,7.04,5,3.88,3.85,NA,15.92,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,7,7.3,4.94,3.73,4.27,NA,15.97,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,8,7.17,5.03,3.84,4.29,NA,16.04,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,9,6.11,4.24,3.38,3.02,NA,13.73,69,,,
2022,6,11,ungrazed_1-6,ungrazed1_1_SW_6,ungrazed,ungrazed_1,1,ungrazed1_1,SW,Canthon_pilularius,10,7.62,5.33,3.92,3.8,NA,16.87,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,1,7.8,5.36,3.95,3.95,NA,17.11,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,2,7.64,5.18,3.74,4.31,NA,16.56,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,3,6.82,4.56,3.41,3.47,NA,14.79,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,4,6.64,4.84,3.44,3.18,NA,14.92,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,5,6.95,4.88,3.65,3.98,NA,15.48,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,6,7.65,5.36,3.88,4.18,NA,16.89,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,7,7.19,5.06,3.74,3.72,NA,15.99,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,8,6.86,4.91,3.59,4.22,NA,15.36,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,9,7.81,5.47,4.03,4.09,NA,17.31,69,,,
2022,7,15,untrtpd_3-7,untrtpd3_SE_7,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,10,6.49,4.83,3.31,2.97,NA,14.63,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,1,3.19,3.29,1.82,1.77,NA,8.3,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,2,3.02,2.81,1.54,1.69,NA,7.37,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,3,3.23,3.21,1.83,1.91,NA,8.27,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,4,3.32,3.31,1.94,1.94,NA,8.57,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,5,3.28,3.16,1.85,1.62,NA,8.29,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,6,3.52,3.35,1.91,1.62,NA,8.78,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,7,3.25,3.03,1.86,1.73,NA,8.14,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,8,3.5,2.93,1.8,1.89,NA,8.23,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,9,2.83,2.62,1.55,1.65,NA,7,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_female,10,3.15,2.94,1.43,1.76,NA,7.52,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,1,3.09,3.87,1.73,1.4,1.07,8.69,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,2,3.29,3.23,1.95,1.88,1.17,8.47,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,3,3.24,3.25,1.92,1.99,1.61,8.41,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,4,3.32,3.54,1.98,1.95,1.24,8.84,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,5,2.63,2.65,1.59,1.7,0.61,6.87,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,6,3.2,3.14,1.79,2.07,1.03,8.13,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,7,3.42,3.24,2.53,1.94,1.46,9.19,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,8,3.19,3.27,2.39,2.13,1.31,8.85,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,9,2.77,2.91,1.68,1.64,0.8,7.36,69,,,
2022,6,25,untrtpd_2-6,untrtpd2_SW_6,untrtpd,untrtpd_2,1,untrtpd2,SW,Onthophagus_nuchicornis_male,10,3.09,3.03,1.97,1.91,1.35,8.09,69,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,1,3.06,3.04,1.8,1.95,NA,7.9,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,2,2.7,2.94,1.51,1.99,NA,7.15,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,3,3.07,2.96,1.79,1.96,NA,7.82,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,4,3.29,3.39,1.91,1.66,NA,8.59,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,5,3.25,3.5,2.1,2.22,NA,8.85,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,6,3.21,3.06,1.71,1.84,NA,7.98,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,7,3.16,3.22,1.89,2.09,NA,8.27,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,8,3.17,2.89,1.81,1.76,NA,7.87,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,9,2.89,2.85,1.69,1.82,NA,7.43,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_female,10,3.47,3.36,1.87,2.03,NA,8.7,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,1,3.09,2.65,1.96,2.22,1.27,7.7,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,2,2.97,3.11,2.02,1.81,1.26,8.1,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,3,2.85,2.89,1.68,2.03,1.02,7.42,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,4,3.17,3.25,2.18,2.13,1.4,8.6,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,5,3.25,2.75,1.94,2.06,1.17,7.94,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,6,3.09,3.08,1.95,1.96,1.21,8.12,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,7,3.21,3.38,1.95,2.12,1.45,8.54,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,8,3.18,2.67,1.83,1.81,0.91,7.68,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,9,3.13,2.89,1.95,2.09,1.26,7.97,70,,,
2022,7,20,cattle_2-7,cattle2_1_SW_7,cattle,cattle_2,1,cattle2_1,SW,Onthophagus_nuchicornis_male,10,2.91,2.82,2.12,2,0.97,7.85,70,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,1,6.83,4.68,3.66,3.61,NA,15.17,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,2,7.47,5.45,4.21,4.41,NA,17.13,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,3,6.7,4.85,3.76,3.8,NA,15.31,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,4,7.31,5.12,3.92,4.16,NA,16.35,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,5,7.39,5.23,3.82,3.97,NA,16.44,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,6,7.39,5.26,3.85,4.41,NA,16.5,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,7,7.38,5.18,3.74,4.15,NA,16.3,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,8,7.86,5.2,4.33,4.7,NA,17.39,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,9,6.61,4.21,3.11,3.35,NA,13.93,71,,,
2022,8,17,bison_3-8,bison3_2_SW_8,bison,bison_3,2,bison3_2,SW,Canthon_pilularius,10,6.44,4.33,3.39,3.49,NA,14.16,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,1,6.37,4.54,3.34,3.55,NA,14.25,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,2,7.1,4.95,3.76,3.71,NA,15.81,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,3,7.45,5.29,4.06,3.95,NA,16.8,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,4,7.66,5.25,3.98,3.69,NA,16.89,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,5,7.3,5.22,3.94,3.84,NA,16.46,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,6,7.22,5.01,3.85,3.65,NA,16.08,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,7,7.46,5.21,4.12,4.19,NA,16.79,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,8,7.02,5.09,3.8,3.77,NA,15.91,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,9,7.25,5.1,3.83,4.08,NA,16.18,71,,,
2022,6,25,cattle_3-6,cattle3_2_NE_6,cattle,cattle_3,2,cattle3_2,NE,Canthon_pilularius,10,6.88,4.82,3.67,4.14,NA,15.37,71,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,1,8,5.81,4.16,4.08,NA,17.97,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,2,7.54,5.62,4.21,3.66,NA,17.37,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,3,7.11,5.09,3.79,3.89,NA,15.99,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,4,5.9,4.44,3.38,3.29,NA,13.72,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,5,6.97,5.14,3.74,3.78,NA,15.85,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,6,6.92,4.79,3.8,3.53,NA,15.51,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,7,7.25,5.38,3.87,3.94,NA,16.5,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,8,7.31,5.42,3.96,4,NA,16.69,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,9,7.25,5.18,3.89,4.09,NA,16.32,72,,,
2022,6,25,cattle_3-6,cattle3_2_SE_6,cattle,cattle_3,2,cattle3_2,SE,Canthon_pilularius,10,7.1,5.08,3.46,3.38,NA,15.64,72,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,1,7.66,5.47,4.23,4.44,NA,17.36,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,2,7.14,5.08,3.9,3.7,NA,16.12,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,3,5.63,3.71,2.81,2.89,NA,12.15,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,4,7.7,5.24,4.02,4.01,NA,16.96,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,5,7.93,5.64,4.3,4.67,NA,17.87,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,6,6.92,4.78,3.61,3.39,NA,15.31,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,7,7.56,5.26,4,4.04,NA,16.82,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,8,6.68,4.58,3.44,3.88,NA,14.7,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,9,7.94,5.27,4.09,4.37,NA,17.3,73,,,
2022,7,15,bison_3-7,bison3_1_SW_7,bison,bison_3,1,bison3_1,SW,Canthon_pilularius,10,7.02,4.73,3.76,4.07,NA,15.51,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,1,6.84,5.12,3.79,3.71,NA,15.75,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,2,6.44,4.35,3.27,3.45,NA,14.06,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,3,6.86,4.69,3.56,3.79,NA,15.11,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,4,6.89,4.77,3.78,3.51,NA,15.44,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,5,6.54,4.67,3.53,3.35,NA,14.74,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,6,7.33,5.09,3.78,3.56,NA,16.2,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,7,6.4,4.45,3.58,3.37,NA,14.43,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,8,7.22,5.09,3.93,3.85,NA,16.24,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,9,6.55,4.55,3.47,3.74,NA,14.57,73,,,
2022,6,23,untrtpd_3-6,untrtpd3_SE_6,untrtpd,untrtpd_3,1,untrtpd3,SE,Canthon_pilularius,10,7.42,5.19,3.93,4.3,NA,16.54,73,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,1,7.33,5.18,3.77,4,NA,16.28,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,2,7.32,5.42,4.13,3.53,NA,16.87,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,3,7.41,5.32,3.99,4.25,NA,16.72,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,4,7.63,5.43,3.89,3.91,NA,16.95,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,5,7.7,5.32,4.08,4.55,NA,17.1,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,6,7.66,5.38,4.14,3.94,NA,17.18,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,7,8.31,5.85,4.21,4.28,NA,18.37,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,8,8.06,5.8,4.25,4.51,NA,18.11,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,9,6.9,4.67,3.71,4,NA,15.28,74,,,
2022,7,21,ungrazed_1-7,ungrazed1_1_SE_7,ungrazed,ungrazed_1,1,ungrazed1_1,SE,Canthon_pilularius,10,7.92,5.47,4.12,4.57,NA,17.51,74,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,1,6,3.97,3.25,3.1,NA,13.22,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,2,6.35,4.2,3.23,3.41,NA,13.78,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,3,7.4,5.11,3.85,4.02,NA,16.36,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,4,6.64,4.79,3.39,3.56,NA,14.82,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,5,7.58,5.45,4.02,3.96,NA,17.05,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,6,7.71,5.55,4.1,4.35,NA,17.36,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,7,6.08,4.24,3.07,3.2,NA,13.39,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,8,5.32,3.2,2.84,2.49,NA,11.36,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,9,6.25,4.34,2.99,3.41,NA,13.58,75,,,
2022,8,17,bison_3-8,bison3_2_SE_8,bison,bison_3,2,bison3_2,SE,Canthon_pilularius,10,6.43,4.49,3.47,3.68,NA,14.39,75,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,1,7.57,5.17,3.86,4.11,NA,16.6,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,2,7.37,5.23,3.94,3.91,NA,16.54,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,3,6.42,4.44,3.53,3.74,NA,14.39,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,4,6.62,4.67,3.53,3.33,NA,14.82,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,5,6.97,4.66,3.84,4.1,NA,15.47,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,6,7.31,5.26,3.92,3.96,NA,16.49,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,7,7.29,5.22,3.81,4.44,NA,16.32,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,8,6.56,4.68,3.49,3.29,NA,14.73,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,9,6.87,4.79,3.75,3.75,NA,15.41,76,,,
2022,8,17,bison_3-8,bison3_2_NE_8,bison,bison_3,2,bison3_2,NE,Canthon_pilularius,10,6.85,4.99,3.68,3.35,NA,15.52,76,,,
2022,7,20,cattle_2-7,cattle2_1_NE_7,cattle,cattle_2,1,cattle2_1,NE,Onthophagus_nuchicornis_female,1,3.2,2.83,1.79,2.02,NA,7.82,77,,,
2022,7,20,cattle_2-7,cattle2_1_NE_7,cattle,cattle_2,1,cattle2_1,NE,Onthophagus_nuchicornis_female,2,3.03,2.88,1.89,1.88,NA,7.8,77,,,
2022,7,20,cattle_2-7,cattle2_1_NE_7,cattle,cattle_2,1,cattle2_1,NE,Onthophagus_nuchicornis_female,3,3.02,3,1.68,1.94,NA,7.7,77,,,
2022,7,20,cattle_2-7,cattle2_1_NE_7,cattle,cattle_2,1,cattle2_1,NE,Onthophagus_nuchicornis_female,4,3.41,3.21,1.8,2.07,NA,8.42,77,,,
2022,7,20,cattle_2-7,cattle2_1_NE_7,cattle,cattle_2,1,cattle2_1,NE,Onthophagus_nuchicornis_female,5,3.03,3.39,1.63,1.93,NA,8.05,77,,,
